AsAt,OccGroup,Score,n,maxsub,minsub
08/2026,2347 Veterinarians,55,2,46198.52226744213,45929.49714366898
08/2026,2414 Secondary School Teachers,65,264,46265.828646180555,45544.64251689815
08/2026,2414 Secondary School Teachers,75,311,46265.78226342593,45536.735302974535
08/2026,2414 Secondary School Teachers,70,322,46265.9175400463,45538.49508931713
08/2026,2414 Secondary School Teachers,80,133,46265.50830991898,45645.99597207176
08/2026,2414 Secondary School Teachers,95,3,46233.905925266205,46177.02948445602
08/2026,2414 Secondary School Teachers,90,15,46261.54145153935,45984.6345971875
08/2026,2414 Secondary School Teachers,85,45,46261.98602048611,45736.47868353009
08/2026,2414 Secondary School Teachers,55,20,46248.49367329861,45571.23413387731
08/2026,2414 Secondary School Teachers,60,54,46265.548403506946,45551.5266565625
08/2026,2414 Secondary School Teachers,50,7,46261.55102951389,45601.64418506945
08/2026,2414 Secondary School Teachers,100,1,46176.99754603009,46176.99754603009
08/2026,2414 Secondary School Teachers,40,1,45905.79551423611,45905.79551423611
08/2026,2414 Secondary School Teachers,45,3,46262.60722662037,46070.955935034726
08/2026,1341 Child Care Centre Managers,65,3,45944.759761724534,45547.635732372684
08/2026,1341 Child Care Centre Managers,75,1,45611.68506704861,45611.68506704861
08/2026,1341 Child Care Centre Managers,70,4,45960.913000775465,45622.66987931713
08/2026,1341 Child Care Centre Managers,60,1,46085.76607318287,46085.76607318287
08/2026,"2241 Actuaries, Mathematicians and Statisticians",65,35,46258.59829857639,45604.56715517361
08/2026,"2241 Actuaries, Mathematicians and Statisticians",75,99,46261.57074108796,45540.47293278935
08/2026,"2241 Actuaries, Mathematicians and Statisticians",70,52,46255.929982141206,45558.103860648145
08/2026,"2241 Actuaries, Mathematicians and Statisticians",80,76,46260.779502164354,45549.813092129625
08/2026,"2241 Actuaries, Mathematicians and Statisticians",95,23,46261.48907268519,45614.763849421295
08/2026,"2241 Actuaries, Mathematicians and Statisticians",90,79,46262.46489996528,45680.74361762732
08/2026,"2241 Actuaries, Mathematicians and Statisticians",85,104,46265.91931550926,45537.58295891204
08/2026,"2241 Actuaries, Mathematicians and Statisticians",55,3,46237.74267681713,45954.02865158565
08/2026,"2241 Actuaries, Mathematicians and Statisticians",60,14,46265.84411365741,45535.73363796296
08/2026,"2241 Actuaries, Mathematicians and Statisticians",50,1,46134.99496820602,46134.99496820602
08/2026,"2241 Actuaries, Mathematicians and Statisticians",100,3,46234.897697569446,46207.909867361115
08/2026,"2241 Actuaries, Mathematicians and Statisticians",105,2,46206.97429247685,46013.070576122685
08/2026,"2241 Actuaries, Mathematicians and Statisticians",45,1,45833.515822534726,45833.515822534726
08/2026,3331 Glaziers,65,3,46178.52985613426,46046.98191944444
08/2026,3331 Glaziers,75,1,46000.77976855324,46000.77976855324
08/2026,3331 Glaziers,80,1,46198.93000748842,46198.93000748842
08/2026,3331 Glaziers,60,1,45782.53001041667,45782.53001041667
08/2026,2421 University Lecturers and Tutors,65,209,46265.900223958335,45536.35009082176
08/2026,2421 University Lecturers and Tutors,75,186,46257.61803815972,45535.94280729166
08/2026,2421 University Lecturers and Tutors,70,203,46260.050836608796,45535.73639251157
08/2026,2421 University Lecturers and Tutors,80,160,46265.65673179398,45540.63673344907
08/2026,2421 University Lecturers and Tutors,95,61,46250.72580864583,45615.01562384259
08/2026,2421 University Lecturers and Tutors,90,115,46259.75844244213,45541.525225729165
08/2026,2421 University Lecturers and Tutors,85,137,46262.65934528935,45537.78581547453
08/2026,2421 University Lecturers and Tutors,55,21,46218.8264733449,45556.43947103009
08/2026,2421 University Lecturers and Tutors,60,56,46251.58591666666,45545.961500543985
08/2026,2421 University Lecturers and Tutors,50,9,46139.57124880787,45549.72600605324
08/2026,2421 University Lecturers and Tutors,100,31,46261.52407056713,45724.79045355324
08/2026,2421 University Lecturers and Tutors,105,10,46254.91649679398,45875.54639293982
08/2026,2421 University Lecturers and Tutors,45,1,45643.95742508102,45643.95742508102
08/2026,2633 Telecommunications Engineering Professionals,65,123,46253.530595219905,45540.62949424768
08/2026,2633 Telecommunications Engineering Professionals,75,186,46245.83699872685,45536.50218422453
08/2026,2633 Telecommunications Engineering Professionals,70,94,46254.3497403588,45537.80438553241
08/2026,2633 Telecommunications Engineering Professionals,80,120,46264.922976076385,45536.481723414356
08/2026,2633 Telecommunications Engineering Professionals,95,13,46252.669522372686,45554.566294131946
08/2026,2633 Telecommunications Engineering Professionals,90,71,46259.74091273148,45537.81984270833
08/2026,2633 Telecommunications Engineering Professionals,85,101,46259.85553556713,45535.68793622685
08/2026,2633 Telecommunications Engineering Professionals,55,20,46194.73717951389,45537.13048487269
08/2026,2633 Telecommunications Engineering Professionals,60,38,46231.635332210644,45544.83792677084
08/2026,2633 Telecommunications Engineering Professionals,50,4,46199.600160497685,45581.769365740736
08/2026,2633 Telecommunications Engineering Professionals,45,3,45758.512514201386,45541.51372538194
08/2026,1332 Engineering Managers,65,63,46262.871271412034,45548.62835474537
08/2026,1332 Engineering Managers,75,47,46243.97254675926,45552.76505072917
08/2026,1332 Engineering Managers,70,55,46263.8371746875,45552.80968012731
08/2026,1332 Engineering Managers,80,11,46237.83563035879,45564.889918402776
08/2026,1332 Engineering Managers,90,1,46177.09279224537,46177.09279224537
08/2026,1332 Engineering Managers,85,5,46233.67625625,45935.22176936343
08/2026,1332 Engineering Managers,55,19,45988.98822943287,45580.97142577546
08/2026,1332 Engineering Managers,60,16,46265.7552599537,45540.4184377662
08/2026,1332 Engineering Managers,40,2,45700.34612002315,45675.90780347222
08/2026,1332 Engineering Managers,45,2,45886.635700659725,45572.9827497338
08/2026,3122 Civil Engineering Draftspersons and Technicians,65,815,46265.70712565973,45536.75693109954
08/2026,3122 Civil Engineering Draftspersons and Technicians,75,760,46265.955811608794,45536.95446015046
08/2026,3122 Civil Engineering Draftspersons and Technicians,70,917,46265.86841446759,45537.47433240741
08/2026,3122 Civil Engineering Draftspersons and Technicians,80,522,46265.86353283565,45536.74558333334
08/2026,3122 Civil Engineering Draftspersons and Technicians,95,19,46233.68461898148,45637.70292418981
08/2026,3122 Civil Engineering Draftspersons and Technicians,90,118,46265.8935755787,45582.476996412035
08/2026,3122 Civil Engineering Draftspersons and Technicians,85,377,46265.528761458336,45540.579745104165
08/2026,3122 Civil Engineering Draftspersons and Technicians,55,118,46265.89701087963,45541.4846653125
08/2026,3122 Civil Engineering Draftspersons and Technicians,60,252,46265.95313915509,45537.60542369213
08/2026,3122 Civil Engineering Draftspersons and Technicians,50,34,46236.949491631945,45540.72799313658
08/2026,3122 Civil Engineering Draftspersons and Technicians,100,2,46243.717229710644,46230.94825644676
08/2026,3122 Civil Engineering Draftspersons and Technicians,105,1,46111.48038287037,46111.48038287037
08/2026,3122 Civil Engineering Draftspersons and Technicians,40,7,46114.810229780094,45567.95518229167
08/2026,3122 Civil Engineering Draftspersons and Technicians,45,13,46234.860474849535,45544.48676165509
08/2026,1399 Other Specialist Managers,65,21,46244.22671577546,45552.837120254626
08/2026,1399 Other Specialist Managers,75,25,46185.38313313657,45548.8121659375
08/2026,1399 Other Specialist Managers,70,22,46253.691306168985,45645.6792434375
08/2026,1399 Other Specialist Managers,80,9,46265.54337565972,45560.532062847225
08/2026,1399 Other Specialist Managers,90,3,46265.72112306713,46226.48071030092
08/2026,1399 Other Specialist Managers,85,6,46248.535113425925,45801.61086917824
08/2026,1399 Other Specialist Managers,55,5,45953.44194236111,45678.0405084838
08/2026,1399 Other Specialist Managers,60,6,46205.82252554398,45681.8633820949
08/2026,1399 Other Specialist Managers,50,2,46246.48113306713,46173.891418865736
08/2026,2322 Cartographers and Surveyors,65,32,46244.83478842593,45540.512750891205
08/2026,2322 Cartographers and Surveyors,75,34,46246.52509016204,45579.819522418984
08/2026,2322 Cartographers and Surveyors,70,25,46239.90055385417,45551.07241061343
08/2026,2322 Cartographers and Surveyors,80,16,46262.85428885417,45548.63478966435
08/2026,2322 Cartographers and Surveyors,90,1,46173.89696878472,46173.89696878472
08/2026,2322 Cartographers and Surveyors,85,20,46258.83017847222,45539.73225702546
08/2026,2322 Cartographers and Surveyors,55,8,46221.69455690972,45622.04241415509
08/2026,2322 Cartographers and Surveyors,60,8,46252.788539120374,45670.92794259259
08/2026,2322 Cartographers and Surveyors,50,1,46175.63645471065,46175.63645471065
08/2026,3233 Precision Metal Trades Workers,75,2,45941.60144950231,45702.56928329861
08/2026,3233 Precision Metal Trades Workers,70,1,45954.4167303588,45954.4167303588
08/2026,3233 Precision Metal Trades Workers,55,1,45773.05278753472,45773.05278753472
08/2026,2245 Land Economists and Valuers,65,8,46197.492678587965,45587.40961805556
08/2026,2245 Land Economists and Valuers,75,17,46210.62577075232,45540.58881346065
08/2026,2245 Land Economists and Valuers,70,9,46244.03243831018,45564.98923457176
08/2026,2245 Land Economists and Valuers,80,12,46211.49353017361,45593.728598263886
08/2026,2245 Land Economists and Valuers,90,1,46243.97993935185,46243.97993935185
08/2026,2245 Land Economists and Valuers,85,2,45888.79876721065,45716.51023248843
08/2026,2245 Land Economists and Valuers,55,2,46209.05790925926,46200.63504332176
08/2026,2245 Land Economists and Valuers,60,1,45807.99723533565,45807.99723533565
08/2026,2245 Land Economists and Valuers,30,1,45972.71963576389,45972.71963576389
08/2026,2336 Mining Engineers,65,61,46255.79714861111,45537.86782222222
08/2026,2336 Mining Engineers,75,70,46260.489433449075,45554.9616025463
08/2026,2336 Mining Engineers,70,67,46265.83488425926,45536.93482141204
08/2026,2336 Mining Engineers,80,41,46251.65231658565,45702.0551559375
08/2026,2336 Mining Engineers,95,3,46230.873383645834,45905.88316049769
08/2026,2336 Mining Engineers,90,7,46262.606804317125,46039.627602002314
08/2026,2336 Mining Engineers,85,16,46235.71235949074,45613.88312118055
08/2026,2336 Mining Engineers,55,8,46105.94601767361,45573.95497523148
08/2026,2336 Mining Engineers,60,14,46243.70576971065,45590.716526539356
08/2026,2336 Mining Engineers,50,6,46142.19039001157,45538.291265775464
08/2026,2336 Mining Engineers,40,1,45540.584617245375,45540.584617245375
08/2026,2336 Mining Engineers,45,2,45945.010905243056,45895.07182341435
08/2026,2612 Multimedia Specialists and Web Developers,65,18,46246.89305096065,45541.72961180555
08/2026,2612 Multimedia Specialists and Web Developers,75,34,46255.67224771991,45591.324618831015
08/2026,2612 Multimedia Specialists and Web Developers,70,37,46251.603009872684,45554.87373144676
08/2026,2612 Multimedia Specialists and Web Developers,80,33,46258.71142890046,45567.58781053241
08/2026,2612 Multimedia Specialists and Web Developers,95,33,46259.71478194444,45715.53015396991
08/2026,2612 Multimedia Specialists and Web Developers,90,80,46265.71441990741,45570.86586871528
08/2026,2612 Multimedia Specialists and Web Developers,85,44,46265.936328587966,45558.47198873843
08/2026,2612 Multimedia Specialists and Web Developers,55,2,45959.47423394676,45705.81485
08/2026,2612 Multimedia Specialists and Web Developers,60,1,45790.41675891203,45790.41675891203
08/2026,2612 Multimedia Specialists and Web Developers,50,2,45721.73119155093,45706.65726836806
08/2026,2612 Multimedia Specialists and Web Developers,100,7,46240.540333067125,45589.64379239583
08/2026,3223 Structural Steel and Welding Trades Workers,65,91,46265.84285173611,45540.790915081016
08/2026,3223 Structural Steel and Welding Trades Workers,75,73,46261.71532144676,45548.5548647338
08/2026,3223 Structural Steel and Welding Trades Workers,70,74,46243.77549042824,45558.99162237268
08/2026,3223 Structural Steel and Welding Trades Workers,80,41,46262.631471875,45537.629688506946
08/2026,3223 Structural Steel and Welding Trades Workers,90,6,46057.75998665509,45946.32543163194
08/2026,3223 Structural Steel and Welding Trades Workers,85,4,46174.02630868056,45663.70917256945
08/2026,3223 Structural Steel and Welding Trades Workers,55,9,46253.94576623842,45624.85955667824
08/2026,3223 Structural Steel and Welding Trades Workers,60,25,46134.74758715278,45541.48704945602
08/2026,3223 Structural Steel and Welding Trades Workers,50,6,46237.585099386575,45672.72162013889
08/2026,3223 Structural Steel and Welding Trades Workers,45,3,45972.103173842595,45670.93737392361
08/2026,3223 Structural Steel and Welding Trades Workers,30,1,46226.47568376157,46226.47568376157
08/2026,2349 Other Natural and Physical Science Professionals,65,31,46218.61161994213,45549.946846990744
08/2026,2349 Other Natural and Physical Science Professionals,75,18,46244.955116516205,45548.83313799769
08/2026,2349 Other Natural and Physical Science Professionals,70,18,46253.92185266204,45556.37390975695
08/2026,2349 Other Natural and Physical Science Professionals,80,10,46262.293730474536,45561.84724560185
08/2026,2349 Other Natural and Physical Science Professionals,95,2,46177.9002974537,46068.91410625
08/2026,2349 Other Natural and Physical Science Professionals,90,3,46247.485024340276,45843.796313113424
08/2026,2349 Other Natural and Physical Science Professionals,85,13,46258.70737202546,45535.63645
08/2026,2349 Other Natural and Physical Science Professionals,55,3,45768.687080208336,45692.91659537037
08/2026,2349 Other Natural and Physical Science Professionals,60,6,46252.62999436342,45599.98215887732
08/2026,2349 Other Natural and Physical Science Professionals,100,2,46211.79516863426,46149.37945497685
08/2026,2349 Other Natural and Physical Science Professionals,105,2,46149.389280324074,46127.604276122685
08/2026,1331 Construction Managers,65,316,46265.910045219905,45543.23871539352
08/2026,1331 Construction Managers,75,343,46264.642153900466,45541.11010042824
08/2026,1331 Construction Managers,70,324,46265.83569918982,45541.026708715275
